id,name,text_path,audio_path,narrator,duration,author,text_url,audio_url,alignment_path,sample_rate,quality,word_count,num_sentences,audio_size,text_size
b987e652,lee-kun-hee--nhung-lua-chon-chien-luoc-va-ky-tich-samsung,,,"{'id': 'dffef46d', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7947,Ji Pyeong Gil,https://thuviensachpdf.com/lee-kun-hee-nhung-lua-chon-chien-luoc-va-ky-tich-samsung,https://sachnoiviet.net/sach-noi/lee-kun-hee-nhung-lua-chon-chien-luoc-va-ky-tich-samsung,,,,,,,
2daceb44,tu-tuong-đao-gia,,,"{'id': '4f3dd055', 'name': 'Trương Thị Đệ', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/truong-thi-de', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.2583,Lê Anh Minh,https://thuviensachpdf.com/tu-tuong-dao-gia,https://sachnoiviet.net/sach-noi/tu-tuong-dao-gia,,,,,,,
d8dcb654,tho-va-thien,,,"{'id': 'f54a46d2', 'name': 'Lê Như Quỳnh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/le-nhu-quynh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.775,Nhiều Tác Giả,https://thuviensachpdf.com/tho-va-thien,https://sachnoiviet.net/sach-noi/tho-va-thien,,,,,,,
bd9a54ad,neu-đa-hieu-nhau-roi-sao-trong-anh-la-the,,,"{'id': '365a2f1f', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7769,Alan Alda,https://thuviensachpdf.com/neu-da-hieu-nhau-roi-sao-trong-anh-la-the,https://sachnoiviet.net/sach-noi/neu-da-hieu-nhau-roi-sao-trong-anh-la-the,,,,,,,
98779b89,chuyen-hoa-san-han,,,"{'id': '6b77b9d2', 'name': 'Lâm Thanh Toàn', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/lam-thanh-toan', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.1178,Thích Nhật Từ,https://thuviensachpdf.com/chuyen-hoa-san-han,https://sachnoiviet.net/sach-noi/chuyen-hoa-san-han,,,,,,,
cadd6a0e,thoat-kiep-trai-hen,,,"{'id': '2d59f32c', 'name': 'Trở Lại Làm Người', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tro-lai-lam-nguoi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1861,Dr. Robert Glover,https://thuviensachpdf.com/thoat-kiep-trai-hen,https://sachnoiviet.net/sach-noi/thoat-kiep-trai-hen,,,,,,,
fc96973b,nua-chung-xuan,,,"{'id': '77ade7af', 'name': 'Hồng Huệ', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-hue', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1233,Khái Hưng,https://thuviensachpdf.com/nua-chung-xuan,https://sachnoiviet.net/sach-noi/nua-chung-xuan,,,,,,,
bb1697f4,tong-thong-abraham-lincoln,,,"{'id': 'dd9b74fe', 'name': 'Bạch Lý', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/bach-ly', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8994,Trần Thu Phàm,https://thuviensachpdf.com/tong-thong-abraham-lincoln,https://sachnoiviet.net/sach-noi/tong-thong-abraham-lincoln,,,,,,,
96196297,cu-xu-nhu-đan-ba-suy-nghi-nhu-đan-ong,,,"{'id': '4f7e9166', 'name': 'Sách Nói Hay Mỗi Ngày', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/sach-noi-hay-moi-ngay', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.39,Steve Harvey,https://thuviensachpdf.com/cu-xu-nhu-dan-ba-suy-nghi-nhu-dan-ong,https://sachnoiviet.net/sach-noi/cu-xu-nhu-dan-ba-suy-nghi-nhu-dan-ong,,,,,,,
c1877de9,henry-ford-va-ford--đat-the-gioi-len-4-banh-xe,,,"{'id': 'a88c8b1f', 'name': 'Thùy Duyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-duyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.9192,Lê Minh Toàn,https://thuviensachpdf.com/henry-ford-va-ford-dat-the-gioi-len-4-banh-xe,https://sachnoiviet.net/sach-noi/henry-ford-va-ford-dat-the-gioi-len-4-banh-xe,,,,,,,
2cbab5b5,chuyen-ke-ve-bac-ho,,,"{'id': '710bcf72', 'name': 'Ngọc Hân', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngoc-han', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.7661,Vũ Kì,https://thuviensachpdf.com/chuyen-ke-ve-bac-ho,https://sachnoiviet.net/sach-noi/chuyen-ke-ve-bac-ho,,,,,,,
26cf619b,hay-đat-nang-len-tam-tham-hoa,,,"{'id': '65ed9118', 'name': 'Lê Duyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/le-duyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.5556,James H. Chase,https://thuviensachpdf.com/hay-dat-nang-len-tam-tham-hoa,https://sachnoiviet.net/sach-noi/hay-dat-nang-len-tam-tham-hoa,,,,,,,
09328a29,ben-xe,,,"{'id': 'cad84745', 'name': 'Phan Hồng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/phan-hong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.775,Thương Thái Vi,https://thuviensachpdf.com/ben-xe,https://sachnoiviet.net/sach-noi/ben-xe,,,,,,,
5368faac,long-tot-cua-ban-can-them-đoi-phan-sac-sao,,,"{'id': 'a9ec8d4a', 'name': 'Hoàng Thùy Linh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-thuy-linh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.3222,Mộ Nhan Ca,https://thuviensachpdf.com/long-tot-cua-ban-can-them-doi-phan-sac-sao,https://sachnoiviet.net/sach-noi/long-tot-cua-ban-can-them-doi-phan-sac-sao,,,,,,,
2330e891,bi-quyet-tay-trang-thanh-trieu-phu,,,"{'id': 'e570d8b1', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.5367,Adam Khoo,https://thuviensachpdf.com/bi-quyet-tay-trang-thanh-trieu-phu,https://sachnoiviet.net/sach-noi/bi-quyet-tay-trang-thanh-trieu-phu,,,,,,,
bb1a6daa,thoi-quen-thu-8,,,"{'id': '99158f5a', 'name': 'Văn Hoàng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/van-hoang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.4803,Stephen R. Covey,https://thuviensachpdf.com/thoi-quen-thu-8,https://sachnoiviet.net/sach-noi/thoi-quen-thu-8,,,,,,,
4c878d32,chuyen-đoi-tu-ke,,,"{'id': '8f96cdaf', 'name': 'Hướng Dương', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/huong-duong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.1367,Nhiều Tác Giả,https://thuviensachpdf.com/chuyen-doi-tu-ke,https://sachnoiviet.net/sach-noi/chuyen-doi-tu-ke,,,,,,,
a717e276,talmud--tinh-hoa-tri-tue-do-thai,,,"{'id': '5b314169', 'name': 'Trương Thị Đệ', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/truong-thi-de', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1725,Từ Quang Á,https://thuviensachpdf.com/talmud-tinh-hoa-tri-tue-do-thai,https://sachnoiviet.net/sach-noi/talmud-tinh-hoa-tri-tue-do-thai,,,,,,,
e81e9dc0,thuat-đoc-nguoi,,,"{'id': 'd0896d59', 'name': 'Châu Nhựt Hoa', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/chau-nhut-hoa', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.2381,Thạch Chân Ngữ,https://thuviensachpdf.com/thuat-doc-nguoi,https://sachnoiviet.net/sach-noi/thuat-doc-nguoi,,,,,,,
9a05760b,phuong-phap-wyckoff,,,"{'id': '4952d0bc', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9592,Wyckoff,https://thuviensachpdf.com/phuong-phap-wyckoff,https://sachnoiviet.net/sach-noi/phuong-phap-wyckoff,,,,,,,
891250d6,tim-lai-cai-toi-đa-mat,,,"{'id': '8fa25cbe', 'name': 'Mỹ Hiền', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/my-hien', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.5289,Trình Chí Lương,https://thuviensachpdf.com/tim-lai-cai-toi-da-mat,https://sachnoiviet.net/sach-noi/tim-lai-cai-toi-da-mat,,,,,,,
3a9f4388,tu-thu-tay-tang,,,"{'id': '953bd65b', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.4561,Nguyên Phong,https://thuviensachpdf.com/tu-thu-tay-tang,https://sachnoiviet.net/sach-noi/tu-thu-tay-tang,,,,,,,
21c0211a,đuc-phat-ben-trong,,,"{'id': 'e2401814', 'name': 'Minh Hòa', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/minh-hoa', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6194,Nguyễn Duy Nhiên,https://thuviensachpdf.com/duc-phat-ben-trong,https://sachnoiviet.net/sach-noi/duc-phat-ben-trong,,,,,,,
b3c889cf,ke-hoach-lam-giau-365-ngay,,,"{'id': 'c7071d14', 'name': 'Nalik Book', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nalik-book', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1083,Napoleon Hill,https://thuviensachpdf.com/ke-hoach-lam-giau-365-ngay,https://sachnoiviet.net/sach-noi/ke-hoach-lam-giau-365-ngay,,,,,,,
26c889cc,bi-quyet-kinh-doanh-cua-nguoi-do-thai,,,"{'id': '9f9ea9d1', 'name': 'Nhã Trâm', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nha-tram', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0258,Tri Thức Việt,https://thuviensachpdf.com/bi-quyet-kinh-doanh-cua-nguoi-do-thai,https://sachnoiviet.net/sach-noi/bi-quyet-kinh-doanh-cua-nguoi-do-thai,,,,,,,
37794834,gioi-han-cua-ban-chi-la-xuat-phat-điem-cua-toi,,,"{'id': '4ec625ae', 'name': 'QiQi', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/qiqi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6811,Mèo Maverick,https://thuviensachpdf.com/gioi-han-cua-ban-chi-la-xuat-phat-diem-cua-toi,https://sachnoiviet.net/sach-noi/gioi-han-cua-ban-chi-la-xuat-phat-diem-cua-toi,,,,,,,
0090a000,thoi-khac-đinh-menh,,,"{'id': '102b14a5', 'name': 'Đồng Linh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/dong-linh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.3567,Agatha Christie,https://thuviensachpdf.com/thoi-khac-dinh-menh,https://sachnoiviet.net/sach-noi/thoi-khac-dinh-menh,,,,,,,
09b742b4,5-gio-25-phut,,,"{'id': 'f524b027', 'name': 'Ngọc Như', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngoc-nhu', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1225,Agatha Christie,https://thuviensachpdf.com/5-gio-25-phut,https://sachnoiviet.net/sach-noi/5-gio-25-phut,,,,,,,
c5b63162,song-that-bao-nhieu-hanh-phuc-bay-nhieu,,,"{'id': '26f28a8a', 'name': 'Thùy Uyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-uyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9892,David R. Hamilton,https://thuviensachpdf.com/song-that-bao-nhieu-hanh-phuc-bay-nhieu,https://sachnoiviet.net/sach-noi/song-that-bao-nhieu-hanh-phuc-bay-nhieu,,,,,,,
4af65cc5,cau-chuyen-dong-song,,,"{'id': '9f78540e', 'name': 'Chiếu Thành', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/chieu-thanh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.1264,Hermann Hesse,https://thuviensachpdf.com/cau-chuyen-dong-song,https://sachnoiviet.net/sach-noi/cau-chuyen-dong-song,,,,,,,
15e1598a,nha-nang-o-canh-nha-toi,,,"{'id': 'c99ead38', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.4017,Lini Thông Minh,https://thuviensachpdf.com/nha-nang-o-canh-nha-toi,https://sachnoiviet.net/sach-noi/nha-nang-o-canh-nha-toi,,,,,,,
278f58f8,đai-nghia-diet-than,,,"{'id': '1d9a5667', 'name': 'Trái Táo', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/trai-tao', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7431,Hồ Biểu Chánh,https://thuviensachpdf.com/dai-nghia-diet-than,https://sachnoiviet.net/sach-noi/dai-nghia-diet-than,,,,,,,
9cc57eca,khong-bao-gio-la-that-bai-tat-ca-la-thu-thach,,,"{'id': '2dc8f74c', 'name': 'Thùy Duyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-duyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.5039,Chung Ju Yung,https://thuviensachpdf.com/khong-bao-gio-la-that-bai-tat-ca-la-thu-thach,https://sachnoiviet.net/sach-noi/khong-bao-gio-la-that-bai-tat-ca-la-thu-thach,,,,,,,
66669140,con-khong-ngoc-con-chi-thong-minh-theo-mot-cach-khac,,,"{'id': 'aed81594', 'name': 'Cậu Đây', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/cau-day', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.0828,Lư Tô Vỹ,https://thuviensachpdf.com/con-khong-ngoc-con-chi-thong-minh-theo-mot-cach-khac,https://sachnoiviet.net/sach-noi/con-khong-ngoc-con-chi-thong-minh-theo-mot-cach-khac,,,,,,,
dc3bd15d,mot-con-gio-bui,,,"{'id': '0ecb1c08', 'name': 'Hiền Dũng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hien-dung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.5353,Trần Trọng Kim,https://thuviensachpdf.com/mot-con-gio-bui,https://sachnoiviet.net/sach-noi/mot-con-gio-bui,,,,,,,
e9cf22b8,ngon-hai-đang-noi-cuoi-troi,,,"{'id': '20b19981', 'name': 'Đồng Linh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/dong-linh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6744,Jules Verne,https://thuviensachpdf.com/ngon-hai-dang-noi-cuoi-troi,https://sachnoiviet.net/sach-noi/ngon-hai-dang-noi-cuoi-troi,,,,,,,
f45561f9,ben-canh-đieu-bi-an,,,"{'id': 'c3521dab', 'name': 'Minh Trung', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/minh-trung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9192,Vladimir Mezenxep,https://thuviensachpdf.com/ben-canh-dieu-bi-an,https://sachnoiviet.net/sach-noi/ben-canh-dieu-bi-an,,,,,,,
4de86aa2,la-bong-hay-la-hinh,,,"{'id': 'bb969ab0', 'name': 'Quang Điền', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/quang-dien', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.0625,Fyodor Mikhailovich Dostoevsky,https://thuviensachpdf.com/la-bong-hay-la-hinh,https://sachnoiviet.net/sach-noi/la-bong-hay-la-hinh,,,,,,,
c73e1d70,chien-luoc-đai-duong-xanh,,,"{'id': '69ec5967', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.6828,W. Chan Kim,https://thuviensachpdf.com/chien-luoc-dai-duong-xanh,https://sachnoiviet.net/sach-noi/chien-luoc-dai-duong-xanh,,,,,,,
71994e04,mot-chuyen-chep-o-benh-vien,,,"{'id': '5d3e54ff', 'name': 'Kim Phượng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/kim-phuong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7506,Anh Đức,https://thuviensachpdf.com/mot-chuyen-chep-o-benh-vien,https://sachnoiviet.net/sach-noi/mot-chuyen-chep-o-benh-vien,,,,,,,
bc11a5c4,vui-ve--hanh-phuc-toi-tu-ben-trong,,,"{'id': '7f4b0be1', 'name': 'Linh Vo', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/linh-vo', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7056,Osho,https://thuviensachpdf.com/vui-ve-hanh-phuc-toi-tu-ben-trong,https://sachnoiviet.net/sach-noi/vui-ve-hanh-phuc-toi-tu-ben-trong,,,,,,,
588c5752,đong-tien-hanh-phuc,,,"{'id': 'fc613379', 'name': 'Kim Quỳnh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/kim-quynh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.9694,Ken Honda,https://thuviensachpdf.com/dong-tien-hanh-phuc,https://sachnoiviet.net/sach-noi/dong-tien-hanh-phuc,,,,,,,
505bd4c8,ngay-xua-co-mot-chuyen-tinh,,,"{'id': '7449af94', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9275,Nguyễn Nhật Ánh,https://thuviensachpdf.com/ngay-xua-co-mot-chuyen-tinh,https://sachnoiviet.net/sach-noi/ngay-xua-co-mot-chuyen-tinh,,,,,,,
fb1169c3,xe-vai-trang-thanh-xuan-đoi-lay-mot-ban-than-no-luc,,,"{'id': 'df5d5db3', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8389,Văn Cát Nhi,https://thuviensachpdf.com/xe-vai-trang-thanh-xuan-doi-lay-mot-ban-than-no-luc,https://sachnoiviet.net/sach-noi/xe-vai-trang-thanh-xuan-doi-lay-mot-ban-than-no-luc,,,,,,,
6e4f94db,63-thoi-quen-tot-giup-tre-truong-thanh,,,"{'id': '33f91b92', 'name': 'Ân Thúy Nga', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/an-thuy-nga', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.3361,Vương Vũ,https://thuviensachpdf.com/63-thoi-quen-tot-giup-tre-truong-thanh,https://sachnoiviet.net/sach-noi/63-thoi-quen-tot-giup-tre-truong-thanh,,,,,,,
c202e966,100-y-tuong-tiep-thi-tuyet-hay,,,"{'id': 'c433efa7', 'name': 'Thanh Thủy', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thanh-thuy', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0247,Jim Blythe,https://thuviensachpdf.com/100-y-tuong-tiep-thi-tuyet-hay,https://sachnoiviet.net/sach-noi/100-y-tuong-tiep-thi-tuyet-hay,,,,,,,
6b561481,truoc-vong-chung-ket,,,"{'id': 'f1a6ec52', 'name': 'Phương Minh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/phuong-minh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.2225,Nguyễn Nhật Ánh,https://thuviensachpdf.com/truoc-vong-chung-ket,https://sachnoiviet.net/sach-noi/truoc-vong-chung-ket,,,,,,,
e7504a70,buoc-đuong-cung,,,"{'id': '18ac8c1d', 'name': 'Trung Nghị', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/trung-nghi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.0539,Nguyễn Công Hoan,https://thuviensachpdf.com/buoc-duong-cung,https://sachnoiviet.net/sach-noi/buoc-duong-cung,,,,,,,
ca9cf4d2,ai-hat-giua-rung-khuya,,,"{'id': 'db372b36', 'name': 'Như Minh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nhu-minh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0828,Đái Đức Tuấn,https://thuviensachpdf.com/ai-hat-giua-rung-khuya,https://sachnoiviet.net/sach-noi/ai-hat-giua-rung-khuya,,,,,,,
f9e4298d,vuot-con-đao,,,"{'id': '3a2bfcb9', 'name': 'Quang Điền', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/quang-dien', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.42,Phùng Quán,https://thuviensachpdf.com/vuot-con-dao,https://sachnoiviet.net/sach-noi/vuot-con-dao,,,,,,,
94a099f3,mot-lit-nuoc-mat,,,"{'id': 'b3063d8f', 'name': 'Ngọc Hân', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngoc-han', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.67,Kito Aya,https://thuviensachpdf.com/mot-lit-nuoc-mat,https://sachnoiviet.net/sach-noi/mot-lit-nuoc-mat,,,,,,,
a35ef1a2,noi-luon-cho-no-vuong,,,"{'id': 'da9fbeba', 'name': 'Sách Nói Hay Mỗi Ngày', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/sach-noi-hay-moi-ngay', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.3392,Steve Harvey,https://thuviensachpdf.com/noi-luon-cho-no-vuong,https://sachnoiviet.net/sach-noi/noi-luon-cho-no-vuong,,,,,,,
c75c4386,tien-đe-ra-tien,,,"{'id': 'e0c340f8', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8853,Duncan Bannatyne,https://thuviensachpdf.com/tien-de-ra-tien,https://sachnoiviet.net/sach-noi/tien-de-ra-tien,,,,,,,
51ab2cbe,content-bac-ty,,,"{'id': 'bcab8f45', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.5153,Diệp Tiểu Ngư,https://thuviensachpdf.com/content-bac-ty,https://sachnoiviet.net/sach-noi/content-bac-ty,,,,,,,
06167b2a,gia-đinh,,,"{'id': 'f0e42b65', 'name': 'Ngô Hồng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngo-hong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.275,Khái Hưng,https://thuviensachpdf.com/gia-dinh,https://sachnoiviet.net/sach-noi/gia-dinh,,,,,,,
67bf6563,suong-mu-thang-gieng,,,"{'id': 'e131611a', 'name': 'MC Quốc Bình', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/mc-quoc-binh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.7583,Uông Triều,https://thuviensachpdf.com/suong-mu-thang-gieng,https://sachnoiviet.net/sach-noi/suong-mu-thang-gieng,,,,,,,
f9e9d5af,trom-lay-co-may-tu-van-rui,,,"{'id': 'fc8ba068', 'name': 'Tâm Hồn Của Sách', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tam-hon-cua-sach', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0386,Ryan Holiday,https://thuviensachpdf.com/trom-lay-co-may-tu-van-rui,https://sachnoiviet.net/sach-noi/trom-lay-co-may-tu-van-rui,,,,,,,
7ebcb92a,albert-einstein--con-nguoi-vi-đai,,,"{'id': 'f138a677', 'name': 'Ngọc Minh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ngoc-minh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.4919,Mã Quan Phục,https://thuviensachpdf.com/albert-einstein-con-nguoi-vi-dai,https://sachnoiviet.net/sach-noi/albert-einstein-con-nguoi-vi-dai,,,,,,,
66d34fcb,ben-nhau-tron-đoi,,,"{'id': '749ffc3d', 'name': 'Hoàng Vinh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-vinh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.825,Cố Mạn,https://thuviensachpdf.com/ben-nhau-tron-doi,https://sachnoiviet.net/sach-noi/ben-nhau-tron-doi,,,,,,,
f496d55a,ngon-ngu-co-the-thong-minh,,,"{'id': 'e81fb6ed', 'name': 'Hoàng Ngọc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-ngoc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0244,Max A. Egger,https://thuviensachpdf.com/ngon-ngu-co-the-thong-minh,https://sachnoiviet.net/sach-noi/ngon-ngu-co-the-thong-minh,,,,,,,
86729337,trong-đep-la-loi-the-song-đep-la-ban-linh,,,"{'id': '859dfcda', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.4483,Cách Tỷ,https://thuviensachpdf.com/trong-dep-la-loi-the-song-dep-la-ban-linh,https://sachnoiviet.net/sach-noi/trong-dep-la-loi-the-song-dep-la-ban-linh,,,,,,,
e3197c8a,nhung-cau-chuyen-thanh-rome,,,"{'id': '4754e5be', 'name': 'Hồng Vị', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-vi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8781,Alberto Moravia,https://thuviensachpdf.com/nhung-cau-chuyen-thanh-rome,https://sachnoiviet.net/sach-noi/nhung-cau-chuyen-thanh-rome,,,,,,,
